Tier,Working_city,GDP,Population,GDP_per_capita
Tier 4,Shishi City,20,150000,8.00E+05
Tier 4,Shishou City,20,150000,8.00E+05
Tier 4,Shiyan City,20,150000,8.00E+05
Tier 4,Shizuishan City,21.782,150000,871280
Tier 4,Shuangliao City,20,150000,8.00E+05
Tier 4,Shuangyashan City,20,150000,8.00E+05
Tier 4,Shulan City,20,150000,8.00E+05
Tier 4,Shuozhou City,20,150000,8.00E+05
Tier 4,Sihui City,20,150000,8.00E+05
Tier 4,Siping City,20,150000,8.00E+05
Tier 4,Songzi City,20,150000,8.00E+05
Tier 4,Suifenhe City,20,150000,8.00E+05
Tier 4,Suining City,20,150000,8.00E+05
Tier 4,Suizhou City,20,150000,8.00E+05
Tier 4,Suzhou City,20,150000,8.00E+05
Tier 4,Taicang City,20,150000,8.00E+05
Tier 4,Taishan City,20,150000,8.00E+05
Tier 4,Taonan City,20,150000,8.00E+05
Tier 4,Tianchang City,20,150000,8.00E+05
Tier 4,Tianmen City,20,150000,8.00E+05
Tier 4,Tieli City,20,150000,8.00E+05
Tier 4,Tongcheng City,20,150000,8.00E+05
Tier 4,Tongchuan City,20,150000,8.00E+05
Tier 4,Tonghua City,20,150000,8.00E+05
Tier 4,Tongjiang City,20,150000,8.00E+05
Tier 4,Tongling City,20,150000,8.00E+05
Tier 4,Tongren City,20,150000,8.00E+05
Tier 4,Tumen City,20,150000,8.00E+05
Tier 4,Ulanhot City,20,150000,8.00E+05
Tier 4,Ulanqab City,20,150000,8.00E+05
Tier 4,Wafangdian City,20,150000,8.00E+05
Tier 4,Wanning City,20,150000,8.00E+05
Tier 4,Wanyuan City,20,150000,8.00E+05
Tier 4,Weihui City,20,150000,8.00E+05
Tier 4,Wenchang City,20,150000,8.00E+05
Tier 4,Wu'an City,20,150000,8.00E+05
Tier 4,Wuchang City,20,150000,8.00E+05
Tier 4,Wudalianchi City,20,150000,8.00E+05
Tier 4,Wugang City,20,150000,8.00E+05
Tier 4,Wugang City,20,150000,8.00E+05
Tier 4,Wuhai City,20,150000,8.00E+05
Tier 4,Wuxue City,20,150000,8.00E+05
Tier 4,Wuyishan City,20,150000,8.00E+05
Tier 4,Wuzhishan City,20,150000,8.00E+05
Tier 4,Wuzhong City,21.865,150000,874600
Tier 4,Wuzhou City,20,150000,8.00E+05
Tier 4,Xiangxiang City,20,150000,8.00E+05
Tier 4,Xianning City,20,150000,8.00E+05
Tier 4,Xiantao City,20,150000,8.00E+05
Tier 4,Xiaoyi City,20,150000,8.00E+05
Tier 4,Xichang City,20,150000,8.00E+05
Tier 4,Xilinhot City,20,150000,8.00E+05
Tier 4,Xingcheng City,20,150000,8.00E+05
Tier 4,Xinghua City,20,150000,8.00E+05
Tier 4,Xingning City,20,150000,8.00E+05
Tier 4,Xingping City,20,150000,8.00E+05
Tier 4,Xingyang City,20,150000,8.00E+05
Tier 4,Xingyi City,20,150000,8.00E+05
Tier 4,Xinji City,20,150000,8.00E+05
Tier 4,Xinle City,20,150000,8.00E+05
Tier 4,Xinmi City,20,150000,8.00E+05
Tier 4,Xinmin City,20,150000,8.00E+05
Tier 4,Xintai City,20,150000,8.00E+05
Tier 4,Xinyi City,20,150000,8.00E+05
Tier 4,Xinyu City,20,150000,8.00E+05
Tier 4,Xinzheng City,20,150000,8.00E+05
Tier 4,Xinzhou City,20,150000,8.00E+05
Tier 4,Xuancheng City,20,150000,8.00E+05
Tier 4,Ya'an City,20,150000,8.00E+05
Tier 4,Yakeshi City,20,150000,8.00E+05
Tier 4,Yangchun City,20,150000,8.00E+05
Tier 4,Yangquan City,20.109,150000,804360
Tier 4,Yangzhong City,20,150000,8.00E+05
Tier 4,Yanji City,20,150000,8.00E+05
Tier 4,Yanshi City,20,150000,8.00E+05
Tier 4,Yicheng City,20,150000,8.00E+05
Tier 4,Yichun City,20,150000,8.00E+05
Tier 4,Yidu City,20,150000,8.00E+05
Tier 4,Yima City,20,150000,8.00E+05
Tier 4,Yingcheng City,20,150000,8.00E+05
Tier 4,Yingde City,20,150000,8.00E+05
Tier 4,Yingtan City,20,150000,8.00E+05
Tier 4,Yiyang City,20,150000,8.00E+05
Tier 4,Yizheng City,20,150000,8.00E+05
Tier 4,Yizhou City,20.54,150000,821600
Tier 4,Yong'an City,20,150000,8.00E+05
Tier 4,Yongcheng City,20,150000,8.00E+05
Tier 4,Yongji City,22.54,150000,901600
Tier 4,Yongzhou City,20,150000,8.00E+05
Tier 4,Yuanjiang City,20,150000,8.00E+05
Tier 4,Yuanping City,20,150000,8.00E+05
Tier 4,Yucheng City,20,150000,8.00E+05
Tier 4,Yulin City,21.266,150000,850640
Tier 4,Yumen City,20,150000,8.00E+05
Tier 4,Yuncheng City,20,150000,8.00E+05
Tier 4,Yunfu City,20,150000,8.00E+05
Tier 4,Yushu City,20,150000,8.00E+05
Tier 4,Yushu City,20,150000,8.00E+05
Tier 4,Zhalantun City,22.397,150000,895880
Tier 4,Zhangjiajie City,20,150000,8.00E+05
Tier 4,Zhangping City,20,150000,8.00E+05
Tier 4,Zhangshu City,20,150000,8.00E+05
Tier 4,Zhangye City,20,150000,8.00E+05
Tier 4,Zhaodong City,20,150000,8.00E+05
Tier 4,Zhaoyuan City,20,150000,8.00E+05
Tier 4,Zhijiang City,20,150000,8.00E+05
Tier 4,Zhongwei City,20,150000,8.00E+05
Tier 4,Zhongxiang City,20,150000,8.00E+05
Tier 4,Zhuanghe City,20,150000,8.00E+05
Tier 4,Zhuozhou City,20,150000,8.00E+05
Tier 4,Zixing City,20,150000,8.00E+05
Tier 4,Ziyang City,20,150000,8.00E+05
Tier 4,Zunhua City,20,150000,8.00E+05
